nam_hoc,mon_hoc,diem,so_hoc_sinh
2025,dia_li,6.25,15061
2025,dia_li,6.3,6
2025,dia_li,6.35,7691
2025,dia_li,6.45,716
2025,dia_li,6.5,16149
2025,dia_li,6.55,4
2025,dia_li,6.6,7183
2025,dia_li,6.7,532
2025,dia_li,6.75,17125
2025,dia_li,6.85,6638
2025,dia_li,6.95,303
2025,dia_li,7.0,17934
2025,dia_li,7.1,5658
2025,dia_li,7.2,187
2025,dia_li,7.25,18483
2025,dia_li,7.35,4742
2025,dia_li,7.45,105
2025,dia_li,7.5,18844
2025,dia_li,7.6,3847
2025,dia_li,7.7,38
2025,dia_li,7.75,18876
2025,dia_li,7.85,2878
2025,dia_li,7.95,18
2025,dia_li,8.0,18749
2025,dia_li,8.1,2030
2025,dia_li,8.2,2
2025,dia_li,8.25,18278
2025,dia_li,8.35,1357
2025,dia_li,8.5,17777
2025,dia_li,8.6,795
2025,dia_li,8.75,17125
2025,dia_li,8.85,458
2025,dia_li,9.0,15859
2025,dia_li,9.1,254
2025,dia_li,9.25,13823
2025,dia_li,9.5,12323
2025,dia_li,9.75,6460
2025,dia_li,10.0,7022
